"","RBD","NOM_RBD","NOM_COM_RBD","query","lon","lat"
"1888",2956,"ESCUELA AURORA DE CHILE","TALCA","ESCUELA AURORA DE CHILE ,  TALCA",-71.668201,-35.448666
"1889",2957,"ESCUELA UNO SAN AGUSTIN","TALCA","ESCUELA UNO SAN AGUSTIN ,  TALCA",-71.6641567,-35.420372
"1890",2958,"ESCUELA JOSE ABELARDO NUNEZ","TALCA","ESCUELA JOSE ABELARDO NUNEZ ,  TALCA",-71.646223,-35.4284982
"1891",2959,"LORENZO VAROLI GHERARDI","TALCA","LORENZO VAROLI GHERARDI ,  TALCA",-71.6411891,-35.4345143
"1892",2961,"LICEO TECNICO PROFESIONAL AULAS DE ESPERANZA DE TALCA","TALCA","LICEO TECNICO PROFESIONAL AULAS DE ESPERANZA DE TALCA ,  TALCA",-71.6484804,-35.4232444
"1893",2964,"ESCUELA LAS AMERICAS","TALCA","ESCUELA LAS AMERICAS ,  TALCA",-71.6578495,-35.4489753
"1894",2965,"ESCUELA COOPERATIVA LIRCAY MANUEL YA�EZ OLAVE","TALCA","ESCUELA COOPERATIVA LIRCAY MANUEL YAÑEZ OLAVE ,  TALCA",-71.6366472,-35.4414522
"1895",2966,"ESCUELA COSTANERA","TALCA","ESCUELA COSTANERA ,  TALCA",-71.658525,-35.4364295
"1896",2968,"ESCUELA ANTUPEHUEN","TALCA","ESCUELA ANTUPEHUEN ,  TALCA",-71.6488758,-35.4484872
"1897",2972,"ESCUELA ESPERANZA","TALCA","ESCUELA ESPERANZA ,  TALCA",-71.6548325,-35.4153015
"1898",2973,"LICEO ABATE MOLINA","TALCA","LICEO ABATE MOLINA ,  TALCA",-71.6586895,-35.4219621
"1899",2974,"LICEO IGNACIO CARRERA PINTO","TALCA","LICEO IGNACIO CARRERA PINTO ,  TALCA",-71.6745978,-35.4268167
"1900",2975,"ESCUELA HUILQUILEMU","TALCA","ESCUELA HUILQUILEMU ,  TALCA",-71.5782254,-35.4604567
"1901",2977,"ESCUELA VINA PURISIMA","TALCA","ESCUELA VINA PURISIMA ,  TALCA",-71.517784,-35.4308654
"1902",2978,"ESCUELA SAN MIGUEL","TALCA","ESCUELA SAN MIGUEL ,  TALCA",-71.6135307,-35.4385835
"1903",2979,"ESCUELA EL SAUCE","TALCA","ESCUELA EL SAUCE ,  TALCA",-71.6484804,-35.4232444
"1904",2980,"ESCUELA SANTA MARTA","TALCA","ESCUELA SANTA MARTA ,  TALCA",-71.6455198,-35.4325307
"1905",2981,"ESCUELA PANGUILEMO","TALCA","ESCUELA PANGUILEMO ,  TALCA",-71.5889902,-35.3645068
"1906",2983,"ESCUELA BASICA PUERTAS NEGRAS","TALCA","ESCUELA BASICA PUERTAS NEGRAS ,  TALCA",-71.6059028,-35.4726532
"1907",2986,"ESCUELA EL ORIENTE","TALCA","ESCUELA EL ORIENTE ,  TALCA",-71.5426603,-35.4478292
"1908",2989,"ESCUELA CENTINELA","TALCA","ESCUELA CENTINELA ,  TALCA",-71.5630598,-35.3811991
"1909",2990,"ESCUELA PARTICULAR AMOR DE DIOS","TALCA","ESCUELA PARTICULAR AMOR DE DIOS ,  TALCA",-71.6563893,-35.4369382
"1910",2991,"COLEGIO MONSENOR MANUEL LARRAIN","TALCA","COLEGIO MONSENOR MANUEL LARRAIN ,  TALCA",-71.6456296,-35.4308366
"1911",2992,"COLEGIO INTEGRADO SAN PIO X SECTOR PTE.","TALCA","COLEGIO INTEGRADO SAN PIO X SECTOR PTE. ,  TALCA",-71.6728831,-35.4241334
"1912",2993,"COLEGIO MARIA RAQUEL","TALCA","COLEGIO MARIA RAQUEL ,  TALCA",-71.6496044,-35.4151659
"1913",2995,"INSTITUTO ANDRES BELLO","TALCA","INSTITUTO ANDRES BELLO ,  TALCA",-71.6630754,-35.430074
"1914",2997,"COLEGIO DARIO SALAS","TALCA","COLEGIO DARIO SALAS ,  TALCA",-71.6571288,-35.4127122
"1915",2999,"COLEGIO CAMILO HENRIQUEZ","TALCA","COLEGIO CAMILO HENRIQUEZ ,  TALCA",-71.649262,-35.4103204
"1916",3002,"COLEGIO MARIA MAZZARELLO","TALCA","COLEGIO MARIA MAZZARELLO ,  TALCA",-71.655828,-35.419644
"1917",3003,"COLEGIO PIAGET","TALCA","COLEGIO PIAGET ,  TALCA",-71.6644243,-35.4297865
"1918",3005,"LICEO SANTA TERESITA","TALCA","LICEO SANTA TERESITA ,  TALCA",-71.66082,-35.4295158
"1919",3006,"CENTRO EDUCATIVO SALESIANOS TALCA","TALCA","CENTRO EDUCATIVO SALESIANOS TALCA ,  TALCA",-71.6608911,-35.428434
"1920",3008,"COLEGIO ARTISTICO DEL MAULE","TALCA","COLEGIO ARTISTICO DEL MAULE ,  TALCA",-71.6583096,-35.4463851
"1921",3010,"COLEGIO SAN FRANCISCO DE ASIS","TALCA","COLEGIO SAN FRANCISCO DE ASIS ,  TALCA",-71.6684386,-35.4288363
"1922",3012,"COLEGIO DE LA SALLE","TALCA","COLEGIO DE LA SALLE ,  TALCA",-71.66537,-35.42294
"1923",3013,"COLEGIO JUAN IGNACIO MOLINA","TALCA","COLEGIO JUAN IGNACIO MOLINA ,  TALCA",-71.6633089,-35.4293897
"1924",3014,"COLEGIO INGLES","TALCA","COLEGIO INGLES ,  TALCA",-71.5984996,-35.4545309
"1925",3015,"COLEGIO PARTICULAR MONTESSORI","TALCA","COLEGIO PARTICULAR MONTESSORI ,  TALCA",NA,NA
"1926",3016,"LICEO DE PELARCO","PELARCO","LICEO DE PELARCO ,  PELARCO",-71.4403238,-35.3856684
"1927",3017,"ESCUELA SAN RAFAEL","SAN RAFAEL","ESCUELA SAN RAFAEL ,  SAN RAFAEL",-87.9536495,43.003773
"1928",3019,"ESCUELA HERNAN CIUDAD INOSTROZA","PELARCO","ESCUELA HERNAN CIUDAD INOSTROZA ,  PELARCO",-71.4462654,-35.3845705
"1929",3020,"ESCUELA ALTO PANGUE","SAN RAFAEL","ESCUELA ALTO PANGUE ,  SAN RAFAEL",-71.5760944,-35.3501692
"1930",3022,"ESCUELA PABLO CORREA MONTT","PELARCO","ESCUELA PABLO CORREA MONTT ,  PELARCO",-71.34814,-35.382894
"1931",3023,"ESCUELA EL MANZANO","PELARCO","ESCUELA EL MANZANO ,  PELARCO",-71.4066173,-35.4274874
"1932",3024,"ESCUELA DANTE RONCAGLIOLO BAVESTRELLO","SAN RAFAEL","ESCUELA DANTE RONCAGLIOLO BAVESTRELLO ,  SAN RAFAEL",-71.5164767,-35.33249
"1933",3025,"ESCUELA PANGUE ARRIBA","SAN RAFAEL","ESCUELA PANGUE ARRIBA ,  SAN RAFAEL",-71.4357808,-35.3382122
"1934",3026,"ESCUELA PANGUE ABAJO","SAN RAFAEL","ESCUELA PANGUE ABAJO ,  SAN RAFAEL",-71.4357808,-35.3382122
"1935",3028,"ESCUELA EL MILAGRO","SAN RAFAEL","ESCUELA EL MILAGRO ,  SAN RAFAEL",-122.5136211,37.9708537
"1936",3029,"ESCUELA WILIBALDO NUNEZ","PELARCO","ESCUELA WILIBALDO NUNEZ ,  PELARCO",-71.4911977,-35.3947491
"1937",3030,"ESCUELA LIHUENO","PELARCO","ESCUELA LIHUENO ,  PELARCO",-84.1799675,39.7393
"1938",3032,"ESCUELA PARTICULAR SAN SEBASTIAN","PELARCO","ESCUELA PARTICULAR SAN SEBASTIAN ,  PELARCO",-71.4575826,-35.399256
"1939",3033,"LICEO AGROINDUSTRIAL RIO CLARO","RIO CLARO","LICEO AGROINDUSTRIAL RIO CLARO ,  RIO CLARO",-71.2550111,-35.2833623
"1940",3034,"ESCUELA BASICA JUAN LUIS SANFUENTES ANDONAEGUI","RIO CLARO","ESCUELA BASICA JUAN LUIS SANFUENTES ANDONAEGUI ,  RIO CLARO",-71.4194996,-35.2236496
"1941",3036,"ESCUELA EL BOLSICO","RIO CLARO","ESCUELA EL BOLSICO ,  RIO CLARO",-71.1834046,-35.2470328
"1942",3037,"ESCUELA PORVENIR","RIO CLARO","ESCUELA PORVENIR ,  RIO CLARO",-71.2863145,-35.1611736
"1943",3038,"ESCUELA LA CHISPA","RIO CLARO","ESCUELA LA CHISPA ,  RIO CLARO",-71.3404509,-35.3191352
"1944",3039,"ESCUELA ODESSA","RIO CLARO","ESCUELA ODESSA ,  RIO CLARO",-71.2555271,-35.2180456
"1945",3042,"ESCUELA EL GUINDO","RIO CLARO","ESCUELA EL GUINDO ,  RIO CLARO",-71.3334668,-34.8554414
"1946",3045,"ESCUELA SANTA HERMINIA","RIO CLARO","ESCUELA SANTA HERMINIA ,  RIO CLARO",-70.828677,-33.5699268
"1947",3047,"ESCUELA CASAS VIEJAS","RIO CLARO","ESCUELA CASAS VIEJAS ,  RIO CLARO",-70.5272182,-33.6081508
"1948",3048,"ESCUELA PASO ANCHO","RIO CLARO","ESCUELA PASO ANCHO ,  RIO CLARO",-71.328224,-35.1727548
"1949",3051,"ESCUELA MAITENES","RIO CLARO","ESCUELA MAITENES ,  RIO CLARO",-71.2550111,-35.2833623
"1950",3055,"LICEO SAN CLEMENTE ENTRE RIOS","SAN CLEMENTE","LICEO SAN CLEMENTE ENTRE RIOS ,  SAN CLEMENTE",-71.4848614,-35.5379448
"1951",3056,"ESCUELA SAN CLEMENTE","SAN CLEMENTE","ESCUELA SAN CLEMENTE ,  SAN CLEMENTE",-71.4859101,-35.534931
"1952",3057,"ESCUELA ARTURO PRAT CHACON","SAN CLEMENTE","ESCUELA ARTURO PRAT CHACON ,  SAN CLEMENTE",-71.5153449,-33.0195402
"1953",3058,"ESCUELA AURORA","SAN CLEMENTE","ESCUELA AURORA ,  SAN CLEMENTE",-71.4859101,-35.534931
