"","RBD","NOM_RBD","NOM_COM_RBD","query","lon","lat"
"7614",17903,"SEBASTIAN SCHOOL","CHILLAN","SEBASTIAN SCHOOL ,  CHILLAN",-72.106684,-36.62093
"7615",17907,"COLEGIO CREACI�N CHILL�N","CHILLAN","COLEGIO CREACIÑN CHILLÑN ,  CHILLAN",-72.0934655,-36.6052496
"7616",17908,"COLEGIO POLIVALENTE PADRE ALBERTO HURTADO","CHILLAN","COLEGIO POLIVALENTE PADRE ALBERTO HURTADO ,  CHILLAN",-72.100877,-36.6064602
"7617",17912,"COLEGIO CREACI�N CONCEPCI�N","CONCEPCION","COLEGIO CREACIÑN CONCEPCIÑN ,  CONCEPCION",-73.0191192,-36.8214874
"7618",17915,"COLEGIO DOMINGO PARRA CORVALAN","CORONEL","COLEGIO DOMINGO PARRA CORVALAN ,  CORONEL",-73.1524951,-36.9871262
"7619",17916,"ESCUELA DAFNE ELVIRA ZAPATA ROZAS","PEMUCO","ESCUELA DAFNE ELVIRA ZAPATA ROZAS ,  PEMUCO",-72.0997883,-36.9759651
"7620",17918,"COLEGIO SAINT GEORGE SCHOOL","LOS ANGELES","COLEGIO SAINT GEORGE SCHOOL ,  LOS ANGELES",-118.2752777,34.1082666
"7621",17920,"COLEGIO HISPANO AMERICANO RIO VIEJO","CHILLAN","COLEGIO HISPANO AMERICANO RIO VIEJO ,  CHILLAN",-72.092923,-36.630318
"7622",17922,"COLEGIO THE PACIFIC SCHOOL","CHIGUAYANTE","COLEGIO THE PACIFIC SCHOOL ,  CHIGUAYANTE",-73.02741,-36.90877
"7623",17924,"ESCUELA NACIMIENTO DE NUESTRO SE�OR","NACIMIENTO","ESCUELA NACIMIENTO DE NUESTRO SEÑOR ,  NACIMIENTO",-72.6840168,-37.4924617
"7624",17930,"ESCUELA EL LLANO","QUIRIHUE","ESCUELA EL LLANO ,  QUIRIHUE",-72.5501252,-36.2820848
"7625",17931,"LICEO ESP�RITU SANTO","TALCAHUANO","LICEO ESPÑRITU SANTO ,  TALCAHUANO",-73.1024601,-36.7470864
"7626",18002,"ESCUELA JOSE FRANCISCO PINO MEDINA","COELEMU","ESCUELA JOSE FRANCISCO PINO MEDINA ,  COELEMU",-72.7014705,-36.4878054
"7627",18004,"LICEO T�CNICO PROFESIONAL ALONSO DE ERCILLA Y Z��IGA","CA�ETE","LICEO TÑCNICO PROFESIONAL ALONSO DE ERCILLA Y ZÑÑIGA ,  CAÑETE",-73.3798756,-37.7751986
"7628",18006,"ESCUELA ELISE MOTTART","EL CARMEN","ESCUELA ELISE MOTTART ,  EL CARMEN",-72.0304963,-36.8988055
"7629",18007,"COLEGIO CARMELA ROMERO DE ESPINOSA","CONCEPCION","COLEGIO CARMELA ROMERO DE ESPINOSA ,  CONCEPCION",-73.0579434,-36.828456
"7630",18009,"CENTRO INTEGRAL ADULTOS PAUL PERCIVAL HARRIS","ARAUCO","CENTRO INTEGRAL ADULTOS PAUL PERCIVAL HARRIS ,  ARAUCO",-73.3166644,-37.2457765
"7631",18010,"COLEGIO SAN FERNANDO CHILL�N VIEJO","CHILLAN VIEJO","COLEGIO SAN FERNANDO CHILLÑN VIEJO ,  CHILLAN VIEJO",-72.1297171,-36.629592
"7632",18012,"ESCUELA MARTA COLVIN ANDRADE","COIHUECO","ESCUELA MARTA COLVIN ANDRADE ,  COIHUECO",-71.8363176,-36.6303733
"7633",18014,"ESCUELA BASICA LOS CONQUISTADORES","PENCO","ESCUELA BASICA LOS CONQUISTADORES ,  PENCO",-72.9938451,-36.7359605
"7634",18015,"ESCUELA BASICA FORJADORES DE CHILE","PENCO","ESCUELA BASICA FORJADORES DE CHILE ,  PENCO",-73.0045678,-36.7429205
"7635",18016,"ESCUELA BASICA PUEBLO SECO","SAN IGNACIO","ESCUELA BASICA PUEBLO SECO ,  SAN IGNACIO",-72.0916847,-36.8808257
"7636",18017,"LICEO T�CNICO PROFESIONAL VIOLETA PARRA SANDOVAL","SAN CARLOS","LICEO TÑCNICO PROFESIONAL VIOLETA PARRA SANDOVAL ,  SAN CARLOS",-71.9702928,-36.4161052
"7637",18021,"ESCUELA DIEGO PORTALES PALAZUELOS","YUMBEL","ESCUELA DIEGO PORTALES PALAZUELOS ,  YUMBEL",-72.5537418,-37.1047158
"7638",18023,"CENTRO EDUCACI�N INTEGRAL ADULTOS PADRE CARLOS PUENTES FIGUEROA","CHIGUAYANTE","CENTRO EDUCACIÑN INTEGRAL ADULTOS PADRE CARLOS PUENTES FIGUEROA ,  CHIGUAYANTE",-73.0173901,-36.9532201
"7639",18028,"COLEGIO CIUDAD EDUCATIVA","CHILLAN","COLEGIO CIUDAD EDUCATIVA ,  CHILLAN",-72.0571586,-36.6278471
"7640",18034,"COLEGIO SOUTHERN COLLEGE S.A.","LOS ANGELES","COLEGIO SOUTHERN COLLEGE S.A. ,  LOS ANGELES",-118.2097417,34.0315712
"7641",18035,"COLEGIO SAN AGUSTIN","QUIRIHUE","COLEGIO SAN AGUSTIN ,  QUIRIHUE",-72.5432768,-36.2738595
"7642",18037,"LICEO RALCO","ALTO BIOBIO","LICEO RALCO ,  ALTO BIOBIO",-71.6403116,-37.8790801
"7643",18042,"COLEGIO WENGA CORONEL","CORONEL","COLEGIO WENGA CORONEL ,  CORONEL",-73.1551232,-37.0110941
"7644",18049,"COLEGIO ADVENTISTA DE CONCEPCION","TALCAHUANO","COLEGIO ADVENTISTA DE CONCEPCION ,  TALCAHUANO",-73.0831269,-36.7592722
"7645",18050,"COLEGIO LA FUENTE","LOS ANGELES","COLEGIO LA FUENTE ,  LOS ANGELES",-72.3199633,-37.4389033
"7646",18054,"CENTRO DE NIVELACI�N Y DE CAPACITACI�N PARA ADULTOS MADRE MARIA M Y S","CHIGUAYANTE","CENTRO DE NIVELACIÑN Y DE CAPACITACIÑN PARA ADULTOS MADRE MARIA M Y S ,  CHIGUAYANTE",-73.0244877,-36.9254881
"7647",18055,"COLEGIO MOZART SCHULE","CONCEPCION","COLEGIO MOZART SCHULE ,  CONCEPCION",-73.0360132,-36.8328948
"7648",18065,"ESCUELA NUEVA REPUBLICA","HUALQUI","ESCUELA NUEVA REPUBLICA ,  HUALQUI",-72.93085,-36.967191
"7649",18066,"COLEGIO AURORA DE CHILE SUR","CHIGUAYANTE","COLEGIO AURORA DE CHILE SUR ,  CHIGUAYANTE",-73.021727,-36.933077
"7650",18069,"CENTRO INTEGRAL DE EDUCACI�N HIGH SCOPE LIMITADA","HUALPEN","CENTRO INTEGRAL DE EDUCACIÑN HIGH SCOPE LIMITADA ,  HUALPEN",-73.0859001,-36.7985947
"7651",18075,"COLEGIO JAHVE NISI","SANTA JUANA","COLEGIO JAHVE NISI ,  SANTA JUANA",-72.9384255,-37.1737261
"7652",18080,"LICEO POLITECNICO CARAMPANGUE","ARAUCO","LICEO POLITECNICO CARAMPANGUE ,  ARAUCO",-73.2422611,-37.258468
"7653",18082,"ESCUELA ADULTOS INTECAP","LOS ANGELES","ESCUELA ADULTOS INTECAP ,  LOS ANGELES",-72.346923,-37.457345
"7654",18087,"DINABEC COLLEGE","SAN CARLOS","DINABEC COLLEGE ,  SAN CARLOS",-71.9492865,-36.4246213
"7655",18090,"COLEGIO SAN LORENZO","LOS ANGELES","COLEGIO SAN LORENZO ,  LOS ANGELES",-72.297757,-37.3644109
"7656",18093,"COLEGIO EL VALLE DE HUALQUI","HUALQUI","COLEGIO EL VALLE DE HUALQUI ,  HUALQUI",-72.9289808,-36.9720742
"7657",18094,"CHRISTIAN COLLEGE","HUALQUI","CHRISTIAN COLLEGE ,  HUALQUI",-72.9340045,-36.9753802
"7658",18097,"COLEGIO ALMONDALE LOMAS","CONCEPCION","COLEGIO ALMONDALE LOMAS ,  CONCEPCION",-73.0439871,-36.7754979
"7659",18099,"ESCUELA TOMAS LAGO","CHILLAN VIEJO","ESCUELA TOMAS LAGO ,  CHILLAN VIEJO",-72.136477,-36.631944
"7660",18102,"COLEGIO PAULO FREIRE","SAN PEDRO DE LA PAZ","COLEGIO PAULO FREIRE ,  SAN PEDRO DE LA PAZ",-73.1440537,-36.8515628
"7661",18111,"COMPLEJO EDUCACIONAL GLORIA MENDEZ BRIONES","PENCO","COMPLEJO EDUCACIONAL GLORIA MENDEZ BRIONES ,  PENCO",-72.9990648,-36.7429687
"7662",18112,"LICEO INES ENRIQUEZ FRODDEN","FLORIDA","LICEO INES ENRIQUEZ FRODDEN ,  FLORIDA",-72.6531672,-36.8223963
"7663",18114,"COLEGIO A-LAFKEN","PENCO","COLEGIO A-LAFKEN ,  PENCO",-72.996892,-36.7432523
"7664",18123,"COLEGIO Y ESCUELA DE LENGUAJE CENTRO EDUCACIONAL PEUMAYEN","CABRERO","COLEGIO Y ESCUELA DE LENGUAJE CENTRO EDUCACIONAL PEUMAYEN ,  CABRERO",-72.3925626,-37.0306857
"7665",18124,"COLEGIO SANTA TERESITA","COELEMU","COLEGIO SANTA TERESITA ,  COELEMU",-72.7151629,-36.5057514
"7666",18126,"COLEGIO PORVENIR SCHOOL","CHIGUAYANTE","COLEGIO PORVENIR SCHOOL ,  CHIGUAYANTE",-73.0219938,-36.9513606
"7667",18127,"CENTRO EDUCACIONAL ALBORADA","PENCO","CENTRO EDUCACIONAL ALBORADA ,  PENCO",-72.9954171,-36.7443146
"7668",18128,"COLEGIO SANTO TOM�S","LOS ANGELES","COLEGIO SANTO TOMÑS ,  LOS ANGELES",-72.3514486,-37.4823527
"7669",18147,"COLEGIO EDUCA BIOB�O","SAN PEDRO DE LA PAZ","COLEGIO EDUCA BIOBÑO ,  SAN PEDRO DE LA PAZ",-73.1426413,-36.8538542
"7670",18149,"COLEGIO RUCALHUE","HUALPEN","COLEGIO RUCALHUE ,  HUALPEN",-73.1013738,-36.7992038
"7671",18158,"COLEGIO LICAN RAY","SAN PEDRO DE LA PAZ","COLEGIO LICAN RAY ,  SAN PEDRO DE LA PAZ",-73.1432518,-36.8536172
"7672",18163,"COLEGIO GRAN BRETA�A","HUALPEN","COLEGIO GRAN BRETAÑA ,  HUALPEN",-73.1070301,-36.798718
"7673",18170,"COLEGIO MONTE �GUILA COLLEGE","CABRERO","COLEGIO MONTE ÑGUILA COLLEGE ,  CABRERO",-72.43844,-37.0780016
"7674",18172,"COLEGIO AMANECER TALCAHUANO","TALCAHUANO","COLEGIO AMANECER TALCAHUANO ,  TALCAHUANO",-73.0841801,-36.7516902
"7675",18180,"COLEGIO HARVARD COLLEGE","CHILLAN","COLEGIO HARVARD COLLEGE ,  CHILLAN",-72.0853651,-36.6051153
"7676",18181,"INSTITUTO HUMANIDADES MONSE�OR JOSE MANUEL SANTO ASCARZA","CHIGUAYANTE","INSTITUTO HUMANIDADES MONSEÑOR JOSE MANUEL SANTO ASCARZA ,  CHIGUAYANTE",-73.0180948,-36.9428708
"7677",18184,"COLEGIO BORDERIO","MULCHEN","COLEGIO BORDERIO ,  MULCHEN",-72.2501221,-37.7202802
"7678",18199,"COLEGIO QUILL�N","QUILLON","COLEGIO QUILLÑN ,  QUILLON",-72.4756513,-36.7446076
"7679",18203,"ESCUELA ESPECIAL DE LENGUAJE KIMALU","PENCO","ESCUELA ESPECIAL DE LENGUAJE KIMALU ,  PENCO",-73.0214694,-36.774957
"7680",18216,"COLEGIO AMANECER","BULNES","COLEGIO AMANECER ,  BULNES",-72.3045971,-36.7387409
"7681",18218,"COLEGIO NUEVOS HORIZONTES","SAN PEDRO DE LA PAZ","COLEGIO NUEVOS HORIZONTES ,  SAN PEDRO DE LA PAZ",-73.1461486,-36.8502311
"7682",18220,"COLEGIO NUEVA ESPERANZA","YUNGAY","COLEGIO NUEVA ESPERANZA ,  YUNGAY",-72.0103564,-37.1259959
"7683",18223,"COLEGIO EL FARO","CONCEPCION","COLEGIO EL FARO ,  CONCEPCION",-73.0655301,-36.8265398
"7684",18234,"COLEGIO ALTAZOR","ANTUCO","COLEGIO ALTAZOR ,  ANTUCO",-71.6757193,-37.3301363
"7685",18237,"COLEGIO AMANECER SAN CARLOS","SAN PEDRO DE LA PAZ","COLEGIO AMANECER SAN CARLOS ,  SAN PEDRO DE LA PAZ",-73.141822,-36.888596
"7686",18241,"CENTRO DE EDUCACI�N INTEGRAL DE ADULTOS NAHUELQU�N","TALCAHUANO","CENTRO DE EDUCACIÑN INTEGRAL DE ADULTOS NAHUELQUÑN ,  TALCAHUANO",-73.1113656,-36.7235215
"7687",18243,"COLEGIO INGL�S PALABRAS DE VIDA","COIHUECO","COLEGIO INGLÑS PALABRAS DE VIDA ,  COIHUECO",-71.8341961,-36.6281758
"7688",18247,"COLEGIO SAN NICOL�S","CONCEPCION","COLEGIO SAN NICOLÑS ,  CONCEPCION",-73.0230268,-36.8180201
"7689",18248,"ESCUELA EL RENOVAL","CORONEL","ESCUELA EL RENOVAL ,  CORONEL",-99.010428,19.62312
"7690",18249,"COLEGIO INSTITUTO CRISTIANO GRACIA Y PAZ","LOS ANGELES","COLEGIO INSTITUTO CRISTIANO GRACIA Y PAZ ,  LOS ANGELES",-72.3225615,-37.4391975
"7691",18251,"COLEGIO ALTURAS DE CHILL�N","CHILLAN","COLEGIO ALTURAS DE CHILLÑN ,  CHILLAN",-72.1019271,-36.6050892
"7692",19902,"ESCUELA ANEXA DE PELEHUITO","LOS SAUCES","ESCUELA ANEXA DE PELEHUITO ,  LOS SAUCES",-72.7297495,-38.0329357
"7693",19904,"IER. LICEO T�CNICO PROFESIONAL HUISCAPI","LONCOCHE","IER. LICEO TÑCNICO PROFESIONAL HUISCAPI ,  LONCOCHE",-72.4019519,-39.297659
"7694",19906,"LICEO POLITECNICO EMA ESPINOZA CORREA","LAUTARO","LICEO POLITECNICO EMA ESPINOZA CORREA ,  LAUTARO",-72.4211279,-38.5341853
"7695",19908,"GREEN HOUSE SCHOOL","TEMUCO","GREEN HOUSE SCHOOL ,  TEMUCO",-72.6374469,-38.7410458
"7696",19910,"ESCUELA PARTICULAR SAN LORENZO","CHOLCHOL","ESCUELA PARTICULAR SAN LORENZO ,  CHOLCHOL",-72.297757,-37.3644109
"7697",19911,"ESCUELA PARTICULAR BOLLILCO","NUEVA IMPERIAL","ESCUELA PARTICULAR BOLLILCO ,  NUEVA IMPERIAL",-72.9388753,-38.750722
"7698",19912,"ESC. BASICA CRUZ DEL SUR","VILCUN","ESC. BASICA CRUZ DEL SUR ,  VILCUN",-72.2241322,-38.6715981
"7699",19913,"COMPLEJO EDUCACIONAL LOS SAUCES","LOS SAUCES","COMPLEJO EDUCACIONAL LOS SAUCES ,  LOS SAUCES",-72.839798,-37.9779875
"7700",19919,"ESCUELA PARTICULAR APOCALIPSIS","CARAHUE","ESCUELA PARTICULAR APOCALIPSIS ,  CARAHUE",-73.1627306,-38.7119099
"7701",19921,"INSTITUTO CAMILO HENRIQUEZ","VILLARRICA","INSTITUTO CAMILO HENRIQUEZ ,  VILLARRICA",-72.2361318,-39.2770809
"7702",19922,"ESCUELA PARTICULAR ANTUMALAL","LAUTARO","ESCUELA PARTICULAR ANTUMALAL ,  LAUTARO",-84.1799675,39.7393
"7703",19923,"ESCUELA NRO 15  AMI","TEMUCO","ESCUELA NRO 15  AMI ,  TEMUCO",-72.5810401,-38.7445505
"7704",19925,"LICEO PARTICULAR COMERCIAL CARAHUE","CARAHUE","LICEO PARTICULAR COMERCIAL CARAHUE ,  CARAHUE",-73.1627306,-38.7119099
"7705",19927,"ESCUELA BASICA VOLCAN LLAIMA","MELIPEUCO","ESCUELA BASICA VOLCAN LLAIMA ,  MELIPEUCO",-71.7300028,-38.6970035
"7706",19928,"ESCUELA PARTICULAR SAN IGNACIO","CARAHUE","ESCUELA PARTICULAR SAN IGNACIO ,  CARAHUE",-73.1627306,-38.7119099
"7707",19930,"ESC. PART. BASICA COMUN BOLIL","TEODORO SCHMIDT","ESC. PART. BASICA COMUN BOLIL ,  TEODORO SCHMIDT",-72.9268605,-38.9125057
"7708",19934,"ESCUELA PARTICULAR EL DESPERTAR","PADRE LAS CASAS","ESCUELA PARTICULAR EL DESPERTAR ,  PADRE LAS CASAS",-72.5658835,-38.8331291
"7709",19944,"ESCUELA PARTICULAR ALFA Y OMEGA","TEMUCO","ESCUELA PARTICULAR ALFA Y OMEGA ,  TEMUCO",-72.6261531,-38.7288363
"7710",19947,"ESCUELA LAURA VICUNA","VILLARRICA","ESCUELA LAURA VICUNA ,  VILLARRICA",-72.2243327,-39.2982155
"7711",19948,"ESCUELA PARTICULAR PAULA JARAQUEMADA","CARAHUE","ESCUELA PARTICULAR PAULA JARAQUEMADA ,  CARAHUE",-84.1799675,39.7393
"7712",19949,"ESCUELA PARTICULAR SANTA OLGA","CARAHUE","ESCUELA PARTICULAR SANTA OLGA ,  CARAHUE",-73.1625481,-38.7106363
"7713",19950,"ESCUELA PARTICULAR SAN ANDRES","CURACAUTIN","ESCUELA PARTICULAR SAN ANDRES ,  CURACAUTIN",-71.8922276,-38.4390953
"7714",19951,"ESCUELA PARTICULAR EL PILAR","TEODORO SCHMIDT","ESCUELA PARTICULAR EL PILAR ,  TEODORO SCHMIDT",-75.7506114,39.6779504
"7715",19952,"COLEGIO ANGOL","ANGOL","COLEGIO ANGOL ,  ANGOL",-72.694441,-37.8026156
"7716",19953,"ESCUELA BILINGUE AMUL KEWUN","NUEVA IMPERIAL","ESCUELA BILINGUE AMUL KEWUN ,  NUEVA IMPERIAL",-72.976407,-38.7412287
"7717",19954,"ESCUELA ESPECIAL DE TRASTORNOS DE LA COMUNICACION ORAL DOCKSTA","CARAHUE","ESCUELA ESPECIAL DE TRASTORNOS DE LA COMUNICACION ORAL DOCKSTA ,  CARAHUE",-73.1424503,-38.7104947
"7718",19958,"ESCUELA PARTICULAR QUINQUEN","LONQUIMAY","ESCUELA PARTICULAR QUINQUEN ,  LONQUIMAY",-71.3726929,-38.4486401
"7719",19959,"COLEGIO JUAN XXIII","TEMUCO","COLEGIO JUAN XXIII ,  TEMUCO",-72.5927046,-38.7375235
"7720",19960,"COLEGIO ANTUMALEN","TEMUCO","COLEGIO ANTUMALEN ,  TEMUCO",-72.5902041,-38.7326442
"7721",19962,"SOUTHERN OXFORD SCHOOL","VILLARRICA","SOUTHERN OXFORD SCHOOL ,  VILLARRICA",-72.2806155,-39.2739731
"7722",19965,"ESCUELA PARTICULAR TERESA DE LOS ANDES","LOS SAUCES","ESCUELA PARTICULAR TERESA DE LOS ANDES ,  LOS SAUCES",-84.1799675,39.7393
"7723",19968,"COLEGIO ADVENTISTA DE PITRUFQUEN","PITRUFQUEN","COLEGIO ADVENTISTA DE PITRUFQUEN ,  PITRUFQUEN",-72.633733,-38.9903152
"7724",19972,"MOZART SCHOOL","ANGOL","MOZART SCHOOL ,  ANGOL",-72.6804477,-37.8134671
"7725",19974,"COMPLEJO EDUCACIONAL LA FRONTERA","TEMUCO","COMPLEJO EDUCACIONAL LA FRONTERA ,  TEMUCO",-72.6400459,-38.7067577
"7726",19976,"ESCUELA RADALCO","CURACAUTIN","ESCUELA RADALCO ,  CURACAUTIN",-71.9746068,-38.3888226
"7727",19981,"COLEGIO NUEVA CONCEPCION","TEMUCO","COLEGIO NUEVA CONCEPCION ,  TEMUCO",-72.6198212,-38.7348547
"7728",19983,"ESCUELA BASICA PARTICULAR EMPRENDER","TEMUCO","ESCUELA BASICA PARTICULAR EMPRENDER ,  TEMUCO",-72.638817,-38.759629
"7729",19993,"C.E.I.A. ANTONIO ACEVEDO HERNANDEZ","ANGOL","C.E.I.A. ANTONIO ACEVEDO HERNANDEZ ,  ANGOL",-72.6959432,-37.8097253
"7730",19996,"ESCUELA NUEVA MENETUE","PUCON","ESCUELA NUEVA MENETUE ,  PUCON",-71.7581463,-39.3375736
"7731",19998,"ESCUELA CHANCO MARIHUAL BAJO","TRAIGUEN","ESCUELA CHANCO MARIHUAL BAJO ,  TRAIGUEN",-72.6655573,-38.2512235
"7732",19999,"ESCUELA PARTICULAR GALLETUE","LONQUIMAY","ESCUELA PARTICULAR GALLETUE ,  LONQUIMAY",-71.2399037,-38.7330498
"7733",20001,"C.E.I.A.  ALERTA","PADRE LAS CASAS","C.E.I.A.  ALERTA ,  PADRE LAS CASAS",-72.5943636,-38.7575128
"7734",20008,"COLEGIO EL LABRADOR","VICTORIA","COLEGIO EL LABRADOR ,  VICTORIA",-72.3266707,-38.242572
"7735",20010,"ESCUELA ENRIQUE TENORIO FUENTES","NUEVA IMPERIAL","ESCUELA ENRIQUE TENORIO FUENTES ,  NUEVA IMPERIAL",-72.8878086,-38.906505
"7736",20012,"CENTRO DE EDUC. ADULTOS PAULO FREIRE","TEMUCO","CENTRO DE EDUC. ADULTOS PAULO FREIRE ,  TEMUCO",-72.5848174,-38.7379166
"7737",20013,"ESCUELA PARTICULAR KIMELTUN","TEMUCO","ESCUELA PARTICULAR KIMELTUN ,  TEMUCO",-72.5753127,-38.7376636
"7738",20015,"ESC.PART.SAN FRANCISCO DE COIHUE","TEODORO SCHMIDT","ESC.PART.SAN FRANCISCO DE COIHUE ,  TEODORO SCHMIDT",-72.8878086,-38.906505
"7739",20016,"COLEGIO DE APLICACION","TEMUCO","COLEGIO DE APLICACION ,  TEMUCO",-72.6266772,-38.7142095
"7740",20019,"SUN FLOWER SCHOOL","TEMUCO","SUN FLOWER SCHOOL ,  TEMUCO",-72.754534,-38.7642275
"7741",20024,"ESCUELA PARTICULAR HUENTE","TEODORO SCHMIDT","ESCUELA PARTICULAR HUENTE ,  TEODORO SCHMIDT",-73.2788388,-38.9907723
"7742",20025,"ESCUELA ARTISTICA ARMANDO DUFEY BLANC","TEMUCO","ESCUELA ARTISTICA ARMANDO DUFEY BLANC ,  TEMUCO",-72.6236938,-38.7412096
"7743",20026,"ESCUELA MAPU- LAFKEN","CARAHUE","ESCUELA MAPU- LAFKEN ,  CARAHUE",-73.1573996,-38.7106116
"7744",20027,"ESCUELA HUERTOS MINEROS","CARAHUE","ESCUELA HUERTOS MINEROS ,  CARAHUE",-73.183021,-38.6518804
"7745",20029,"ESCUELA SANTA VICTORIA","GALVARINO","ESCUELA SANTA VICTORIA ,  GALVARINO",-84.1799675,39.7393
"7746",20033,"COLEGIO CUMBRES DEL BUDI","SAAVEDRA","COLEGIO CUMBRES DEL BUDI ,  SAAVEDRA",-73.3478673,-38.8931129
"7747",20037,"LICEO COMERCIAL DEL DESARROLLO","TEMUCO","LICEO COMERCIAL DEL DESARROLLO ,  TEMUCO",-72.6266329,-38.7537526
"7748",20041,"ESCUELA PARTICULAR CLAUDIO ARRAU","VILLARRICA","ESCUELA PARTICULAR CLAUDIO ARRAU ,  VILLARRICA",-72.2359033,-39.3185349
"7749",20042,"ESC. PART. LUCILA GODOY ALCAYAGA","ANGOL","ESC. PART. LUCILA GODOY ALCAYAGA ,  ANGOL",-72.67364,-37.8171354
"7750",20043,"CENTRO DE EDUCACION DE ADULTOS LEFXARV","NUEVA IMPERIAL","CENTRO DE EDUCACION DE ADULTOS LEFXARV ,  NUEVA IMPERIAL",-72.9482281,-38.7445218
"7751",20044,"CTRO.EDUC.ADULTOS T.P. EL SEMBRADOR","TEMUCO","CTRO.EDUC.ADULTOS T.P. EL SEMBRADOR ,  TEMUCO",-72.5897313,-38.7357182
"7752",20046,"ESCUELA PART. MISS CLARA BRINCEFIELD","PADRE LAS CASAS","ESCUELA PART. MISS CLARA BRINCEFIELD ,  PADRE LAS CASAS",-72.5964239,-38.758909
"7753",20047,"CENTRO DE ESTUDIOS DE LAS COMUNICACIONES PARA EL TRABAJO","TEMUCO","CENTRO DE ESTUDIOS DE LAS COMUNICACIONES PARA EL TRABAJO ,  TEMUCO",-72.5903739,-38.7359018
"7754",20048,"COLEGIO SCOLE CREARE","TEMUCO","COLEGIO SCOLE CREARE ,  TEMUCO",-72.6218624,-38.7293045
"7755",20052,"COMPLEJO EDUCACIONAL VICTORIA","VICTORIA","COMPLEJO EDUCACIONAL VICTORIA ,  VICTORIA",-72.3209683,-38.2399167
"7756",20053,"LICEO TECNICO PROFESIONAL HUALPIN","TEODORO SCHMIDT","LICEO TECNICO PROFESIONAL HUALPIN ,  TEODORO SCHMIDT",-73.2294271,-39.0708841
"7757",20054,"ESCUELA GASPAR HUENCHUMAN","NUEVA IMPERIAL","ESCUELA GASPAR HUENCHUMAN ,  NUEVA IMPERIAL",-72.9467551,-38.740899
"7758",20063,"CENTRO DE EDUC.I.ADUL.MIGUEL DE CERVANTES","TEMUCO","CENTRO DE EDUC.I.ADUL.MIGUEL DE CERVANTES ,  TEMUCO",-72.5919638,-38.7370048
"7759",20064,"COLEGIO BICENTENARIO DE LA ARAUCANIA","PADRE LAS CASAS","COLEGIO BICENTENARIO DE LA ARAUCANIA ,  PADRE LAS CASAS",-72.5990617,-38.7627426
"7760",20066,"CENTRO DE ESTUDIOS Y CAPACITACION LIMITADA","TEMUCO","CENTRO DE ESTUDIOS Y CAPACITACION LIMITADA ,  TEMUCO",-72.5839276,-38.7287868
"7761",20067,"ESCUELA FRANCISO QUEREBAN","PADRE LAS CASAS","ESCUELA FRANCISO QUEREBAN ,  PADRE LAS CASAS",-72.6025553,-38.7924623
"7762",20068,"ESCUELA PARTICULAR SAINT GEORGE","ANGOL","ESCUELA PARTICULAR SAINT GEORGE ,  ANGOL",-72.7111844,-37.792907
"7763",20070,"ESCUELA PART. DE ADULTOS GETSEMANI","TEMUCO","ESCUELA PART. DE ADULTOS GETSEMANI ,  TEMUCO",-72.5866904,-38.7394373
"7764",20071,"ESCUELA PARTICULAR LA DEHESA","CUNCO","ESCUELA PARTICULAR LA DEHESA ,  CUNCO",-72.0386017,-38.9450734
"7765",20073,"CENTRO EDUC.INTEGRAL ADULTOS ACROPOLIS","CUNCO","CENTRO EDUC.INTEGRAL ADULTOS ACROPOLIS ,  CUNCO",-110.9440953,31.2923135
"7766",20074,"CAMBRIDGE COLLEGE PRIMAVERA","VILCUN","CAMBRIDGE COLLEGE PRIMAVERA ,  VILCUN",-72.3566665,-38.6900511
"7767",20078,"CENTRO EDUC.INTEGRAL ADULTOS FUTURO","TEMUCO","CENTRO EDUC.INTEGRAL ADULTOS FUTURO ,  TEMUCO",-72.5922939,-38.7353357
"7768",20080,"ESCUELA PARTICULAR JUVENCIO VALLE","TEODORO SCHMIDT","ESCUELA PARTICULAR JUVENCIO VALLE ,  TEODORO SCHMIDT",-73.0571337,-38.9412625
"7769",20081,"ESCUELA PARTICULAR SAN MATIAS","CARAHUE","ESCUELA PARTICULAR SAN MATIAS ,  CARAHUE",-73.1627306,-38.7119099
"7770",20082,"ESCUELA PART.NUESTRA SENORA DEL ROSARIO","ANGOL","ESCUELA PART.NUESTRA SENORA DEL ROSARIO ,  ANGOL",-72.7071663,-37.8045711
"7771",20084,"ESCUELA PARTICULAR CHIHUIMPILLI","FREIRE","ESCUELA PARTICULAR CHIHUIMPILLI ,  FREIRE",-72.5601955,-38.8770293
"7772",20085,"COLEGIO GOLDEN SCHOOL","TEMUCO","COLEGIO GOLDEN SCHOOL ,  TEMUCO",-72.6379444,-38.7225357
"7773",20087,"ESCUELA ARCO IRIS","LUMACO","ESCUELA ARCO IRIS ,  LUMACO",-72.981644,-38.3146041
"7774",20088,"ESCUELA POETISA GABRIELA MISTRAL","CARAHUE","ESCUELA POETISA GABRIELA MISTRAL ,  CARAHUE",-70.7607191,-33.6313271
"7775",20089,"C.E.I.A VILCUN","VILCUN","C.E.I.A VILCUN ,  VILCUN",-72.2196861,-38.6692851
"7776",20090,"COLEGIO LEONARDO DA VINCI SCHOOL","PITRUFQUEN","COLEGIO LEONARDO DA VINCI SCHOOL ,  PITRUFQUEN",-72.6241464,-38.9944242
"7777",20091,"COLEGIO PUMAHUE","TEMUCO","COLEGIO PUMAHUE ,  TEMUCO",-72.6461592,-38.7514991
